,peak_time,x,ton,syl_id,wrd_id,prominent_syll
0,0.643016,115,H*,0,1,True
1,0.692906,115,HiF0,1,1,False
2,1.152995,115,L+!H*,2,3,False
3,1.757209,115,L+H*,3,6,True
4,2.30599,115,!H*,4,7,True
5,2.90466,115,L-L%,5,7,False
6,3.342577,115,L+H*,6,9,True
7,3.589945,115,<,7,10,False
8,3.589945,115,HiF0,8,10,False
9,3.985593,115,L+!H*,9,12,False
10,4.229496,115,X%?,10,12,False
11,4.776195,115,HiF0,11,14,False
12,4.798368,115,L+H*,12,14,True
13,5.186396,115,L-L%,13,14,False
14,5.967993,115,L+H*,14,17,True
15,6.566663,115,H*,15,18,True
16,6.566663,115,HiF0,16,18,False
17,7.170877,115,L-L%,17,19,False
18,8.285065,115,L+H*,18,22,True
19,8.285065,115,HiF0,19,22,False
20,8.528968,115,!H-,20,22,False
21,8.844933,115,H*,21,23,True
22,8.844933,115,HiF0,22,23,False
23,9.194157,115,*?,23,25,False
24,9.293935,115,L-,24,25,False
25,9.698592,115,L+H*,25,28,True
26,9.698592,115,HiF0,26,28,False
27,10.058903,115,!H*,27,29,True
28,10.252917,115,!H-,28,29,False
29,10.602141,115,H*,29,30,True
30,10.602141,115,HiF0,30,30,False
31,10.973539,115,L-H%,31,31,False
32,11.61655,115,H*,32,32,True
33,11.782848,115,*?,33,33,False
34,12.193048,115,L+H*,34,34,True
35,12.387061,115,!H-,35,34,False
36,12.797261,115,L+H*,36,36,True
37,12.830521,115,HiF0,37,36,False
38,13.473537,115,H*,38,39,True
39,13.52897,115,L-L%,39,39,False
40,14.443605,115,L+H*,40,41,True
41,14.443605,115,HiF0,41,41,False
42,14.709681,115,L-,42,41,False
43,15.319433,115,HiF0,43,44,False
44,15.347149,115,L+H*,44,44,True
45,15.474644,115,!H-,45,44,False
46,15.718547,115,H*,46,45,True
47,16.300587,115,L+H*,47,47,True
48,16.982406,115,L+H*,48,49,True
49,16.982406,115,HiF0,49,49,False
50,17.309458,115,L-L%,50,49,False
51,17.902585,115,L+H*,51,52,True
52,18.307242,115,L-L%,52,53,False
53,18.634288,115,H*,53,55,True
54,18.634288,115,HiF0,54,55,False
55,18.91145,115,L-H%,55,55,False
56,19.310564,115,L+H*,56,57,True
57,19.35491,115,HiF0,57,57,False
58,19.676418,115,L-H%,58,57,False
59,20.14205,115,H*,59,58,True
60,20.269545,115,>,60,59,False
61,20.269545,115,HiF0,61,59,False
62,20.535621,115,H+!H*,62,60,False
63,20.729634,115,L-L%,63,60,False
64,21.827193,115,H*,64,62,True
65,21.827193,115,HiF0,65,62,False
66,22.254023,115,!H*,66,63,True
67,22.769545,115,!H*,67,65,True
68,22.969102,115,!H-,68,65,False
69,23.05225,115,-?,69,65,False
70,23.351586,115,L+H*,70,67,True
71,23.373759,115,HiF0,71,67,False
72,23.689724,115,!H*,72,68,True
73,24.027861,115,L-L%,73,69,False
74,25.025646,115,L+H*,74,71,True
75,25.092164,115,HiF0,75,71,False
76,25.258462,115,!H*,76,72,True
77,25.463562,115,L-L%,77,72,False
78,25.796151,115,H*,78,73,True
79,26.527859,115,HiF0,79,74,False
80,26.555576,115,H*,80,74,True
81,26.71633,115,H-,81,74,False
82,27.060011,115,L+H*,82,77,True
83,27.060011,115,HiF0,83,77,False
84,27.503471,115,!H*,84,78,True
85,28.030079,115,-?,85,79,False
86,28.418106,115,L+H*,86,81,True
87,28.418106,115,HiF0,87,81,False
88,28.745157,115,L-H%,88,81,False
89,29.833565,115,L+H*,89,84,True
90,29.933344,115,HiF0,90,84,False
91,30.376803,115,L-H%,91,85,False
92,30.753744,115,H*,92,87,True
93,30.803633,115,HiF0,93,87,False
94,30.947757,115,L-,94,87,False
95,31.01982,115,%?,95,87,False
96,31.441106,115,H*,96,89,True
97,31.441106,115,HiF0,97,89,False
98,31.563058,115,L-L%,98,89,False
