,break_time,x,break,wrd_id
0,0.1973,123,1,0
1,0.550363,123,1,1
2,0.612668,123,1,2
3,1.157838,123,1,3
4,1.349946,123,1,4
5,1.417443,123,1,5
6,1.635511,123,0,6
7,1.708201,123,1,7
8,1.822427,123,1,8
9,2.149529,123,1,9
10,2.440294,123,4,10
11,2.860847,123,2-,11
12,3.21391,123,1,12
13,4.081003,123,4,13
14,4.563861,123,1,14
15,4.776746,123,3,15
16,5.020765,123,1,16
17,5.373828,123,1,17
18,5.591896,123,1,18
19,5.778812,123,1,19
20,6.277254,123,1,20
21,6.936666,123,4,21
22,7.502593,123,1,22
23,7.912784,123,3,23
24,8.021803,123,1,24
25,8.193143,123,1,25
26,8.250256,123,1,26
27,8.948038,123,4,27
28,9.20041,123,1,28
29,9.335405,123,1,29
30,9.371749,123,1,30
31,10.027998,123,4,31
32,10.69574,123,1,32
33,10.825543,123,1,33
34,11.222184,123,4,34
35,11.417442,123,1,35
36,11.656279,123,1,36
37,11.838002,123,1,37
38,11.921076,123,1,38
39,11.967805,123,1,39
40,12.222218,123,1,40
41,12.644824,123,4,41
42,12.829694,123,1,42
43,13.219101,123,1,43
44,13.312559,123,1,44
45,13.551395,123,1,45
46,13.764272,123,1,46
47,13.842153,123,1,47
48,13.899266,123,1,48
49,14.389374,123,4,49
50,14.597042,123,1,50
51,14.768381,123,1,51
52,15.282418,123,3,52
53,15.786033,123,1,53
54,16.403914,123,4,54
