,break_time,x,break,wrd_id
0,0.224895,123,1,0
1,0.350419,123,1,1
2,0.554393,123,1-,2
3,0.679917,123,1-,3
4,0.742678,123,1,4
5,1.035565,123,1,5
6,1.558578,123,3,6
7,1.856695,123,2-,7
8,2.254185,123,1,8
9,2.928871,123,4,9
10,3.30021,123,1,10
11,3.619248,123,1,11
12,3.953976,123,1,12
13,4.273014,123,1,13
14,4.382846,123,1,14
15,4.822177,123,4,15
16,5.34719,123,1,16
17,5.483173,123,1,17
18,5.577315,123,1,18
19,5.938194,123,3,19
20,6.042796,123,1,20
21,6.686102,123,1,21
22,7.182964,123,1,22
23,7.740588,123,4,23
24,8.328362,123,1,24
25,8.443425,123,1,25
26,8.799073,123,1,26
27,8.924596,123,1,27
28,9.393306,123,4,28
29,10.953885,123,3-,29
30,11.131709,123,1,30
31,11.272922,123,1,31
32,11.508278,123,1,32
33,12.165273,123,4,33
34,12.266646,123,1,34
35,12.646445,123,4,35
36,13.249909,123,1,36
37,13.506186,123,3-,37
38,13.783382,123,1,38
39,14.372387,123,4,39
40,14.546981,123,1,40
41,14.829408,123,1,41
42,15.30335,123,4,42
43,15.425641,123,1,43
44,15.634846,123,1,44
45,15.917273,123,1,45
46,16.068946,123,1,46
47,16.121248,123,1,47
48,16.412134,123,4,48
49,17.109742,123,1,49
50,17.517692,123,1,50
51,17.85765,123,1,51
52,17.977943,123,1,52
53,18.2656,123,1,53
54,18.870294,123,4,54
55,18.940286,123,1,55
56,19.295935,123,3,56
57,19.688194,123,1,57
58,20.188286,123,4,58
59,20.655767,123,1,59
60,20.922503,123,1,60
61,21.006185,123,1,61
62,21.443517,123,4,62
63,21.518738,123,1,63
64,21.853466,123,1,64
65,22.094052,123,1,65
66,22.507232,123,1,66
67,22.88703,123,4,67
68,23.476075,123,1,68
69,23.653899,123,2-,69
70,23.868335,123,1,70
71,24.276285,123,1,71
72,24.811716,123,4,72
73,24.93528,123,1,73
74,25.123564,123,0,74
75,25.249087,123,1,75
76,25.311849,123,1,76
77,25.531514,123,3-,77
78,25.740719,123,1,78
79,26.122518,123,1,79
80,26.446786,123,1,80
81,26.851466,123,4,81
82,27.367288,123,1,82
83,27.634025,123,1,83
84,28.010594,123,1,84
85,28.2721,123,3-,85
86,28.455155,123,2,86
87,28.925866,123,1,87
88,29.50118,123,1,88
89,29.961431,123,3,89
90,30.060803,123,1,90
91,30.275238,123,1,91
92,30.37461,123,1,92
93,31.091138,123,1,93
94,31.399715,123,1,94
95,31.520008,123,1,95
96,32.00641,123,1,96
97,32.364018,123,4,97
98,32.984443,123,1,98
99,33.528376,123,1,99
100,34.061849,123,3,100
101,34.155992,123,1,101
102,34.469799,123,2-,102
103,34.621473,123,1,103
104,34.90913,123,1,104
105,35.481174,123,4,105
106,35.672728,123,1,106
107,35.887164,123,1,107
108,35.960385,123,1,108
109,36.326494,123,3,109
110,36.786745,123,1,110
111,37.185428,123,4,111
112,37.72413,123,1,112
113,38.54526,123,4,113
114,38.916599,123,1,114
115,39.209486,123,1,115
116,39.852793,123,4,116
