,break_time,x,break,wrd_id
0,0.720545,76,3,0
1,0.87,76,1,1
2,1.04,76,1,2
3,1.260954,76,2,3
4,1.4,76,1,4
5,1.77,76,3,5
6,2.020447,76,1,6
7,2.370982,76,1,7
8,2.570593,76,1,8
9,3.169424,76,4,9
10,3.89,76,3-,10
11,4.05,76,1,11
12,4.46,76,1,12
13,5.070378,76,3,13
14,5.269988,76,1,14
15,5.479336,76,1,15
16,5.74,76,1,16
17,6.47,76,4,17
18,6.64,76,1,18
19,6.84,76,1,19
20,7.489088,76,1,20
21,8.13,76,4,21
22,9.280713,76,3,22
23,9.490061,76,1,23
24,9.99,76,3,24
25,10.22,76,1,25
26,10.29,76,1,26
27,10.38,76,1,27
28,10.739206,76,4,28
29,11.17,76,1,29
30,11.59,76,2,30
31,11.86,76,2-,31
32,12.43,76,4-,32
33,12.540693,76,1,33
34,12.87,76,1,34
35,12.920439,76,1,35
36,13.300186,76,1,36
37,13.74,76,4,37
38,14.030468,76,1,38
39,14.16,76,1,39
40,14.53,76,1,40
41,14.819173,76,3,41
42,15.389712,76,1,42
43,15.969069,76,4,43
44,16.25,76,1,44
45,16.55,76,1,45
46,16.93,76,2,46
47,17.079098,76,1,47
48,17.75,76,4,48
49,18.22,76,1,49
50,18.42,76,1,50
51,18.8,76,2,51
52,19.129294,76,1,52
53,19.59,76,4,53
54,19.73,76,1,54
55,20.280687,76,3,55
56,20.79,76,2,56
57,21.059654,76,1,57
58,21.64,76,4,58
59,22.58,76,2,59
60,22.67,76,1,60
61,23.03,76,2,61
62,23.53,76,1,62
63,23.840133,76,1,63
64,24.429227,76,4,64
65,25.15,76,2,65
66,25.600093,76,1,66
67,25.86,76,1,67
68,26.330375,76,3,68
69,26.45,76,1,69
70,26.4813,76,1,70
71,26.739333,76,1,71
72,27.54,76,4,72
73,27.9,76,1,73
74,28.1,76,1,74
75,28.65,76,4,75
76,28.900579,76,1,76
77,29.15,76,2,77
78,29.479936,76,1,78
79,29.74,76,2,79
80,30.36,76,4,80
