,break_time,x,break,wrd_id
0,0.870289,123,3,0
1,1.008871,123,1,1
2,1.180711,123,2,2
3,2.106433,123,3,3
4,3.037698,123,4,4
5,3.303774,123,1,5
6,3.813752,123,4,6
7,4.620824,123,1,7
8,4.737491,123,1,8
9,5.015269,123,1,9
10,5.354157,123,3,10
11,5.470824,123,1,11
12,5.543046,123,1,12
13,5.893046,123,3,13
14,6.404157,123,4,14
15,6.681934,123,1,15
16,7.043045,123,1,16
17,7.176378,123,1,17
18,7.554156,123,1,18
19,7.865267,123,4,19
20,8.367151,123,0,20
21,8.428262,123,1,21
22,8.672706,123,1,22
23,8.944928,123,3,23
24,9.111595,123,1,24
25,9.261595,123,1,25
26,9.86715,123,4,26
