,break_time,x,break,wrd_id
0,0.482262,123,1,0
1,0.85366,123,3,1
2,1.147452,123,1,2
3,1.563195,123,1,3
4,1.87916,123,3,4
5,2.006655,123,1-,5
6,2.184038,123,0,6
7,2.239471,123,0,7
8,2.422398,123,1,8
9,2.69956,123,1-,9
10,3.048785,123,4,10
11,3.159649,123,0,11
12,3.486701,123,0,12
13,3.874728,123,2-,13
14,4.272436,123,1,14
15,4.338955,123,1-,15
16,5.042947,123,4,16
17,5.486403,123,1,17
18,5.680416,123,2,18
19,5.752478,123,1,19
20,6.201481,123,4,20
21,6.434298,123,2-,21
22,7.082857,123,1-,22
23,7.293501,123,1-,23
24,7.609465,123,1-,24
25,7.94206,123,1-,25
26,8.003036,123,0,26
27,8.169333,123,1-,27
28,8.246939,123,1-,28
29,8.895498,123,1,29
30,9.167112,123,1,30
31,9.383299,123,1,31
32,9.53851,123,3,32
33,9.826758,123,1,33
34,10.065118,123,1-,34
35,10.12055,123,1-,35
36,10.231415,123,1,36
37,10.519664,123,4,37
38,10.680418,123,1,38
39,10.868888,123,1,39
40,11.19594,123,3,40
41,11.302725,123,1-,41
42,11.633856,123,3,42
43,11.769392,123,1-,43
44,12.102725,123,3,44
45,12.380503,123,0,45
46,12.497169,123,2-,46
47,12.802724,123,1,47
48,13.036058,123,4,48
49,13.702726,123,1-,49
50,14.24717,123,4,50
51,14.474948,123,1,51
52,14.891615,123,4,52
53,15.074948,123,1-,53
54,15.280503,123,1,54
55,15.34717,123,0,55
56,15.819392,123,3,56
57,16.202725,123,3,57
58,16.286058,123,0,58
59,16.486058,123,1,59
60,16.852724,123,4,60
61,17.391616,123,0,61
62,17.508283,123,0,62
63,17.830505,123,1,63
64,18.080504,123,0,64
65,18.230504,123,1,65
66,18.602726,123,4,66
67,19.033517,123,0,67
68,19.405739,123,3,68
69,19.61685,123,0,69
70,19.722406,123,2-,70
71,20.111294,123,2-,71
72,20.866849,123,4,72
73,21.366849,123,3,73
74,21.433516,123,0,74
75,21.500182,123,0,75
76,21.811293,123,1,76
77,22.07796,123,1,77
78,22.361293,123,4,78
79,22.522406,123,1-,79
80,22.683517,123,1,80
81,23.039073,123,1,81
82,23.500184,123,4,82
83,23.672406,123,1,83
84,24.105739,123,3,84
85,24.444628,123,2,85
86,24.505739,123,0,86
87,24.605739,123,1,87
88,24.989072,123,1,88
89,25.139072,123,1-,89
90,25.616849,123,4,90
91,25.67796,123,0,91
92,26.233515,123,4,92
93,26.96685,123,1,93
94,27.139072,123,1,94
95,27.339072,123,0,95
96,27.494628,123,1p,96
97,27.839072,123,0,97
98,27.950183,123,1,98
99,28.32796,123,4,99
100,29.16685,123,0,100
101,29.244628,123,1,101
102,29.389072,123,1,102
103,29.661294,123,3,103
104,29.983516,123,0,104
105,30.055739,123,0,105
106,30.255739,123,1,106
107,30.500183,123,1,107
108,30.639072,123,4,108
109,30.921092,123,1,109
110,31.109981,123,1-,110
111,31.593314,123,4-,111
112,31.826647,123,1-,112
113,31.865536,123,1,113
114,32.221091,123,1,114
115,32.548869,123,4,115
116,33.032602,123,1-,116
117,33.143713,123,1,117
118,33.465935,123,1,118
119,33.915935,123,1,119
120,34.315935,123,3,120
121,34.893712,123,4,121
122,35.288158,123,3,122
123,35.654824,123,0,123
124,35.893713,123,4,124
125,36.065935,123,1-,125
126,36.36038,123,4,126
127,36.477046,123,1,127
128,36.927046,123,1,128
129,37.438157,123,1,129
130,37.715934,123,1,130
131,37.827045,123,1-,131
132,38.227045,123,4-,132
133,38.332602,123,1-,133
134,38.61038,123,1,134
135,39.054824,123,4,135
136,39.727047,123,1,136
137,39.993714,123,1,137
138,40.449269,123,3p,138
139,40.938158,123,1,139
140,41.265935,123,0,140
141,41.638157,123,4,141
142,42.627047,123,1,142
143,42.715935,123,1,143
144,43.071491,123,1,144
145,43.254824,123,1,145
146,43.371491,123,1,146
147,43.599268,123,4-,147
148,44.427045,123,1,148
149,44.877045,123,4-,149
150,44.954823,123,0,150
151,44.999267,123,0,151
152,45.443712,123,4,152
153,46.22149,123,0,153
154,46.827046,123,4,154
155,47.17149,123,2,155
156,47.410379,123,0,156
157,47.882601,123,4,157
158,48.199267,123,2,158
159,48.3326,123,1,159
160,48.5826,123,1-,160
161,49.077044,123,4,161
162,49.227047,123,1,162
163,49.599269,123,1,163
164,49.971491,123,4,164
165,50.154824,123,1,165
166,50.504824,123,1,166
167,50.999268,123,4,167
168,51.435444,123,1,168
169,51.624333,123,1,169
170,51.724333,123,3,170
171,52.007666,123,1,171
172,52.274332,123,1,172
173,52.65211,123,3,173
174,52.785443,123,1,174
175,53.007665,123,2,175
176,53.474332,123,1,176
177,53.807665,123,1-,177
178,53.924331,123,1-,178
179,54.029887,123,1-,179
180,54.218776,123,1,180
181,54.579886,123,4,181
182,55.885443,123,1,182
183,56.146554,123,1,183
184,56.424332,123,3,184
185,56.50211,123,1,185
186,56.674332,123,1,186
187,57.129887,123,3-,187
188,57.240998,123,1,188
189,57.385442,123,1-,189
190,57.540998,123,1,190
191,57.640998,123,1,191
192,58.046553,123,4,192
193,58.242221,123,0,193
194,58.353332,123,1-,194
195,58.503332,123,2,195
196,58.781109,123,0,196
197,58.858887,123,0,197
198,58.981109,123,0,198
199,59.075554,123,0,199
200,59.514442,123,1,200
201,59.608887,123,1,201
202,59.714442,123,3,202
203,60.181109,123,1,203
204,60.750608,123,4,204
