,break_time,x,break,wrd_id
0,1.49,76,4,0
1,1.9,76,1,1
2,2.1,76,1-,2
3,2.55,76,4,3
4,2.84,76,1,4
5,2.92,76,1,5
6,3.55,76,4,6
7,3.97,76,1,7
8,4.49,76,3-,8
9,5.19,76,3,9
10,5.38,76,1,10
11,6.28,76,4,11
12,6.74,76,1,12
13,6.99,76,1,13
14,7.23,76,2,14
15,7.87,76,4,15
16,8.25,76,1,16
17,9.24,76,4,17
18,9.99,76,1,18
19,10.39,76,1,19
20,11.06,76,4,20
21,11.31,76,1,21
22,11.39,76,1-,22
23,11.48,76,1,23
24,11.88,76,2,24
25,11.98,76,1-,25
26,12.36,76,1,26
27,12.94,76,3-,27
28,13.07,76,1,28
29,13.69,76,1,29
30,14.44,76,4,30
31,15.31,76,4,31
