,break_time,x,break,wrd_id
0,0.140562,123,1,0
1,0.53,123,2-,1
2,0.66,123,1-,2
3,1.139556,123,4,3
4,1.491133,123,0,4
5,1.52,123,0,5
6,1.96,123,1,6
7,2.56,123,4,7
8,2.82,123,1-,8
9,3.0,123,1-,9
10,3.14,123,1-,10
11,3.17,123,1,11
12,3.77,123,4,12
13,4.02,123,1,13
14,4.48,123,1,14
15,4.64,123,0,15
16,4.7,123,0,16
17,5.19,123,1,17
18,5.76,123,1,18
19,6.18,123,4,19
20,6.75,123,0,20
21,6.78,123,0,21
22,7.360746,123,1,22
23,7.83,123,3,23
24,7.95,123,1,24
25,8.36,123,4,25
26,8.46,123,0,26
27,8.490063,123,0,27
28,8.850122,123,1,28
29,9.35,123,3-,29
30,9.59,123,1,30
31,9.99,123,4,31
32,10.39,123,1,32
33,10.84,123,4-,33
34,11.09,123,3-,34
35,11.249255,123,1,35
36,11.7,123,1,36
37,11.82,123,1,37
38,11.88,123,1-,38
39,12.43,123,4,39
40,12.81,123,1,40
41,13.41,123,4,41
42,13.59,123,1,42
43,13.66,123,1,43
44,14.24,123,3,44
45,14.68,123,1,45
46,14.84,123,1,46
47,15.199798,123,1,47
48,15.34,123,1,48
49,15.75,123,4,49
50,16.26,123,0,50
51,16.34,123,0,51
52,16.570277,123,1,52
53,16.87,123,3,53
54,16.98,123,1,54
55,17.41,123,3,55
56,17.55,123,1-,56
57,18.15,123,4-,57
58,18.53,123,1,58
59,18.999322,123,4,59
60,19.66,123,1,60
61,20.299808,123,3,61
62,20.731534,123,1,62
63,20.882136,123,2-,63
64,21.449404,123,3,64
65,21.509645,123,2-,65
66,21.81085,123,1,66
67,22.211994,123,1,67
68,22.789302,123,4,68
69,23.080466,123,0,69
70,23.391711,123,1,70
71,23.86,123,4,71
72,24.38,123,3,72
73,25.149285,123,3,73
74,25.239384,123,0,74
75,25.65103,123,1,75
76,25.95,123,1,76
77,26.15,123,1-,77
78,26.22,123,0,78
79,26.619904,123,1,79
80,26.860868,123,4,80
81,27.26,123,1,81
82,27.71,123,1,82
83,28.08,123,4,83
84,28.51,123,1,84
85,28.72,123,1,85
86,28.94,123,1,86
87,29.48,123,4,87
