,break_time,x,break,wrd_id,sylls,syll_times,prominent_unit,prominent_brk,unit
0,0.99,76,3,0,"['H*', '!H*', 'H-']","[0.398588, 0.721496, 0.938449]",True,True,['claims']
1,1.12,76,1,1,[],[],False,False,['are']
2,1.78,76,4,2,"['HiF0', 'L+H*', 'L-L%']","[1.576303, 1.599399, 1.755808]",True,True,['disputed']
3,2.08,76,1,3,[],[],False,False,['by']
4,2.2,76,1-,4,[],[],False,False,['the']
5,2.38,76,2,5,"['L+H*', 'HiF0']","[2.341077, 2.349394]",True,False,['head']
6,2.52,76,1-,6,[],[],False,False,['of']
7,2.61,76,1,7,[],[],False,False,['the']
8,3.0,76,1,8,['L*'],[2.774983],True,False,['Task']
9,3.43,76,4,9,['L-H%'],[3.289616],False,True,['force']
10,3.92,76,1,10,[],[],False,False,['Doctor']
11,4.26,76,1,11,"['H*', 'HiF0']","[4.051771, 4.058633]",True,False,['Deborah']
12,5.3,76,4,12,"['!H*', 'L-L%']","[4.985174, 5.207173]",True,True,['Prothro-Stith']
13,5.91,76,1,13,"['HiF0', 'H*']","[5.860839, 5.87195]",True,False,['she']
14,6.3,76,4,14,['L-H%'],[6.225129],False,True,['says']
15,6.66,76,1,15,[],[],False,False,['since']
16,7.1,76,2,16,"['L+H*', 'HiF0']","[6.835626, 6.844773]",True,False,['students']
17,7.39,76,1,17,[],[],False,False,"[""don't""]"
18,7.76,76,3,18,"['!H*', 'L-']","[7.703438, 7.733711]",True,True,['use']
19,8.32,76,1,19,"['H*', 'HiF0']","[8.0213, 8.034333]",True,False,['existing']
20,9.13,76,4,20,"['H*', 'L-L%']","[8.520797, 9.033328]",True,True,['services']
21,9.72,76,1,21,"['H*', 'HiF0']","[9.647935, 9.663853]",True,False,['school']
22,10.03,76,1,22,[],[],False,False,['based']
23,10.45,76,4,23,['L-H%'],[10.288704],False,True,['clinics']
24,10.56,76,1,24,[],[],False,False,['would']
25,10.73,76,1-,25,[],[],False,False,['be']
26,10.84,76,1,26,[],[],False,False,['an']
27,11.72,76,4,27,"['L+H*', 'HiF0', 'L-L%']","[11.222108, 11.230116, 11.67115]",True,True,['alternative']
28,12.15,76,2-,28,"['H*', 'HiF0']","[11.978921, 11.998187]",True,False,['rather']
29,12.3,76,1-,29,[],[],False,False,['than']
30,12.36,76,1,30,[],[],False,False,['a']
31,13.16,76,4,31,"['!H*', 'L-L%']","[12.851779, 13.109096]",True,True,['duplication']
32,13.69,76,1-,32,[],[],False,False,['and']
33,13.83,76,1,33,[],[],False,False,['she']
34,14.24,76,3,34,"['H*', 'HiF0', 'H-']","[14.079424, 14.099794, 14.134924]",True,True,['says']
35,14.48,76,2,35,[],[],False,False,['like']
36,14.72,76,1,36,"['L+H*', 'HiF0']","[14.619284, 14.641962]",True,False,['health']
37,14.95,76,2,37,[],[],False,False,['care']
38,15.04,76,1-,38,[],[],False,False,['in']
39,15.11,76,1,39,[],[],False,False,['the']
40,15.33,76,1,40,['L+!H*'],[15.239871],False,False,['work']
41,15.82,76,4,41,['L-L%'],[15.608187],False,True,['place']
42,16.16,76,1,42,[],[],False,False,['the']
43,16.550001,76,3,43,"['H*', 'HiF0', 'H-']","[16.3436, 16.362848, 16.424327]",True,True,['thrust']
44,16.709999,76,1,44,[],[],False,False,['of']
45,17.0,76,1,45,['H*'],[16.868324],True,False,['health']
46,17.270001,76,2,46,[],[],False,False,['care']
47,17.42,76,1,47,[],[],False,False,['in']
48,17.5,76,1,48,[],[],False,False,['the']
49,18.139999,76,4,49,"['L+H*', 'HiF0', 'L-H%']","[17.756319, 17.778509, 18.089317]",True,True,['schools']
50,18.389999,76,1,50,[],[],False,False,['is']
51,18.579999,76,1,51,[],[],False,False,['to']
52,19.369999,76,4,52,"['L+H*', 'HiF0', 'H*', 'L-L%']","[18.715345, 18.738551, 19.134116, 19.275387]",True,True,['overcome']
53,20.030001,76,1,53,"['H*', 'HiF0']","[19.568022, 19.591963]",True,False,['access']
54,20.780001,76,4,54,['L-L%'],[20.671279],False,True,['barriers']
